chroma_stft_min,chroma_stft_max,chroma_cqt_min,chroma_cqt_max,chroma_cens_min,chroma_cens_max,melspectogram_min,melspectogram_max,mfcc_min,mfcc_max,rms_min,rms_max,spectral_centroid_min,spectral_centroid_max,spectral_bandwidth_min,spectral_bandwidth_max,spectral_contrast_min,spectral_contrast_max,spectral_flatness_min,spectral_flatness_max,spectral_rolloff_min,spectral_rolloff_max,poly_features_min,poly_features_max,tonnetz_min,tonnetz_max,zero_crossing_rate_min,zero_crossing_rate_max,tempogram_min,tempogram_max,mfcc_min,mfcc_max,mel_to_stft_min,mel_to_stft_max,class
0.0012518167,1.0,0.028087497,1.0,0.0,0.7973605284603544,4.8497126e-11,1608.1553,-313.89453,158.9794,0.030184226,0.32986242,802.8701394524121,6283.46331886995,1255.4403516931468,3741.030656969213,3.8522532439176684,66.89786842802252,5.265977e-05,0.19490042,1238.1591796875,9646.875,0.24740969527110185,5.805516992899949,-0.4498696662485604,0.4981418900313895,0.02001953125,0.50634765625,-3.1843498053729323e-16,1.0,-26.059307,44.195885,0.0,12.531638,3
0.0012359938,1.0,0.049233038,1.0,0.0,0.7101216841110732,4.1021153e-07,4487.7754,-211.82755,155.29317,0.043407932,0.4062691,931.0030741013211,6915.902473983131,1491.2668271643151,3785.840414234769,4.037306077864449,48.19099124247509,0.00023255144,0.21272385,2099.4873046875,9668.408203125,0.4484914654491198,2.7544578793876027,-0.4050994999706749,0.43864214420318576,0.013671875,0.57568359375,-3.1179382196771575e-16,1.0,-20.617844,25.392746,0.0,16.32825,3
0.00016414783,1.0,0.009047217,1.0,0.0,0.7722056156732336,1.2983691e-08,1190.8945,-370.22098,230.16904,0.019240322,0.23399909,470.65931328601323,1436.6758238990944,678.1062416319405,1491.1702139510364,3.387434835996533,47.179985072793436,1.2700551e-05,0.0010205545,635.2294921875,2637.8173828125,0.09606990816197802,1.1249701193742523,-0.5727244196459653,0.5048852823674677,0.01708984375,0.08544921875,-4.1190270609546186e-16,1.0,-16.024027,19.057417,0.0,11.388083,3
0.0017634123,1.0,0.034656968,1.0,0.0,0.670850789565412,2.1471632e-08,2198.9436,-284.60513,200.24591,0.036209974,0.35338658,881.0035724420759,6399.0868249965415,1051.6246099507673,3761.715790954801,4.171476741019544,70.25620485610699,0.0001561871,0.090338044,1195.0927734375,9506.9091796875,0.193435472857298,4.237339620676497,-0.3825893756002193,0.4310017637908456,0.02392578125,0.5078125,-3.582339762502285e-16,1.0,-31.472502,32.328354,0.0,13.54342,3
0.0010737818,1.0,0.01700065,1.0,0.0,0.755667183727045,1.6806252e-08,2149.3972,-344.30637,203.72919,0.022724615,0.3655831,431.85895194758024,7886.001267226851,821.2887615002464,3868.970137428131,4.1260836462572374,58.36178263731728,2.666612e-05,0.15368885,645.99609375,10034.47265625,0.1315788998085253,3.868787108897798,-0.4454634934663776,0.50515789537554,0.01708984375,0.705078125,-2.8120292942277916e-16,1.0,-28.704193,35.110043,0.0,14.5519495,3
0.0028451383,1.0,0.071083024,1.0,0.0,0.6645030004677982,1.0706964e-09,1155.562,-293.5356,165.607,0.017375203,0.22415082,825.3925075601318,6004.873666215571,1316.8954516653484,3924.044919547205,4.152329693991559,49.40292294547582,0.00017125506,0.23415136,2067.1875,9528.4423828125,0.150911571136477,2.8956093250820687,-0.2777302712202077,0.41959523693219536,0.01171875,0.39306640625,-3.8876197569579042e-16,1.0,-30.919239,33.671455,0.0,12.004159,3
0.002951125,1.0,0.0577092,1.0,0.0,0.6015000208324046,7.557233e-08,2506.1328,-182.4673,163.49716,0.04575711,0.37518552,1171.94796922538,5718.726741767858,1388.3661478712086,3738.158833715098,3.6856468748689064,46.75109372852115,0.00043465785,0.13799058,2142.5537109375,9291.5771484375,0.45077078247965274,5.049965263352751,-0.41037590056657836,0.30743071994200555,0.03125,0.37451171875,-2.6650536875290746e-16,1.0,-22.061401,22.06513,0.0,14.509651,3
0.0012895205,1.0,0.059498217,1.0,0.0,0.6575679534568373,3.1910957e-07,3434.895,-182.27075,159.29272,0.05894092,0.42175442,1054.6485643053913,5954.182042004082,1400.9816377213856,3830.454499022184,4.885362628267754,53.67363664791294,0.00037549573,0.2288507,2293.2861328125,9593.0419921875,0.46256998826624757,4.049393212392289,-0.43083867616951504,0.3456873969387246,0.02685546875,0.46435546875,-4.475292855009924e-16,1.0,-19.787174,23.884192,0.0,15.708421,3
0.0018647083,1.0,0.05511982,1.0,0.0,0.7588920130198553,3.630153e-10,549.8978,-212.87328,163.94617,0.030881628,0.21839364,1334.6719463167788,4865.273245977872,1340.83206407553,3729.424122067602,5.5856095369849275,57.42314502775152,6.2960484e-05,0.025142614,2465.5517578125,9474.609375,0.3316295859917205,1.785734948496754,-0.37893820554018065,0.38447016515126603,0.04541015625,0.36572265625,-3.9719099961529045e-16,1.0,-16.34199,14.506971,0.0,10.204957,3
0.0002508879,1.0,0.027058152,1.0,0.0,0.8155611039475664,9.33654e-08,2838.9358,-405.64957,190.64127,0.025135512,0.3589427,691.7276281568813,6305.973051361795,908.0590742295313,3939.1973084438355,5.466916611872726,47.85913839007411,3.085952e-05,0.118264295,861.328125,9636.1083984375,0.09374606576846944,2.7394108675323023,-0.5305565223097805,0.5709076244384047,0.0205078125,0.32373046875,-2.9328038740553927e-16,1.0,-26.018661,42.578835,0.0,15.343502,3
